Delito;SubDelito;Fecha;Hora;Victima;SubVictima;Edad;Genero;Nacionalidad;Provincia;Canton
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;10/4/2022;18:00:00 - 20:59:59;PERSONA;EMPRESARIO/COMERCIANTE [PERSONA];Mayor de edad;HOMBRE;COLOMBIA;ALAJUELA;ALAJUELA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;5/6/2022;12:00:00 - 14:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Menor de edad;HOMBRE;COSTA RICA;CARTAGO;LA UNIÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/7/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;CARTAGO;LA UNIÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;15/4/2022;15:00:00 - 17:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;DESCONOCIDO;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/4/2022;00:00:00 - 02:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;DESCONOCIDO;COSTA RICA;HEREDIA;HEREDIA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/4/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;14/9/2022;06:00:00 - 08:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;CARTAGO;LA UNIÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;19/4/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Menor de edad;DESCONOCIDO;COSTA RICA;ALAJUELA;SAN RAMON
HOMICIDIO;DISCUSION/RI&#209;13/3/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;DESCONOCIDO;Desconocido;CARTAGO;LA UNIÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;25/3/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;TIBÁS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;25/3/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;TIBÁS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;12/4/2022;06:00:00 - 08:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;SANTA CRUZ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;18/4/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;HOMBRE;COSTA RICA;ALAJUELA;SAN CARLOS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;20/4/2022;18:00:00 - 20:59:59;PERSONA;CLIENTE LOCAL COMERCIAL [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;OSA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;23/4/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Desconocido;HOMBRE;Desconocido;LIMON;MATINA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;23/4/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;ALAJUELA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;23/4/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;ALAJUELA
HOMICIDIO;DISCUSION/RI&#209;25/7/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;DESCONOCIDO;COSTA RICA;CARTAGO;LA UNIÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;27/4/2022;00:00:00 - 02:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;NICARAGUA;SAN JOSE;DESAMPARADOS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;30/4/2022;06:00:00 - 08:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;2/5/2022;00:00:00 - 02:59:59;PERSONA;EMPRESARIO/COMERCIANTE [PERSONA];Mayor de edad;HOMBRE;NICARAGUA;GUANACASTE;LA CRUZ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;2/5/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;CARRILLO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;21/4/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;SAN JOSÉ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;4/5/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;ALAJUELA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;3/5/2022;09:00:00 - 11:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;HEREDIA;SANTO DOMINGO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;7/5/2022;18:00:00 - 20:59:59;PERSONA;DELINCUENTE (RECONOCIDO) [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;CORREDORES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/5/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;RIO CUARTO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/5/2022;06:00:00 - 08:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;CURRIDABAT
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/5/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;SIQUIRRES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/5/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;SAN RAMON
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;9/5/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;9/5/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;10/5/2022;09:00:00 - 11:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;10/5/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;LIBERIA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;11/5/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;CORREDORES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;11/5/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;TALAMANCA
HOMICIDIO;OTRO O INDETERMINADO;11/10/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;CARTAGO;LA UNIÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;27/1/2022;09:00:00 - 11:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;15/5/2022;03:00:00 - 05:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;ESCAZÚ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;16/5/2022;18:00:00 - 20:59:59;PERSONA;EMPRESARIO/COMERCIANTE [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;LIBERIA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;14/2/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/2/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;22/4/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;CORREDORES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;27/4/2022;12:00:00 - 14:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;SAN JOSÉ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;20/5/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;SAN CARLOS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;21/5/2022;00:00:00 - 02:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/2/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/5/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;HEREDIA;SARAPIQUÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/5/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;SAN RAMON
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;24/5/2022;00:00:00 - 02:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;23/5/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;CORREDORES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;23/5/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;CORREDORES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;23/2/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;23/2/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;30/5/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;GOLFITO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;31/5/2022;15:00:00 - 17:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;3/6/2022;21:00:00 - 23:59:59;PERSONA;CLIENTE LOCAL COMERCIAL [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;25/2/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;NICARAGUA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;3/6/2022;12:00:00 - 14:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;ALAJUELA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;5/6/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;CORREDORES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;6/6/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;MATINA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;2/3/2022;09:00:00 - 11:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;9/6/2022;00:00:00 - 02:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;POÁS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;12/6/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;SIQUIRRES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;15/6/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;DESCONOCIDO;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;2/3/2022;09:00:00 - 11:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;16/6/2022;06:00:00 - 08:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;HOMBRE;Desconocido;GUANACASTE;LIBERIA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;18/6/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;NICOYA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;18/6/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;NICOYA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;2/3/2022;09:00:00 - 11:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;20/6/2022;00:00:00 - 02:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;21/6/2022;03:00:00 - 05:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;DESCONOCIDO;COSTA RICA;HEREDIA;SARAPIQUÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;22/6/2022;06:00:00 - 08:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;HOMBRE;Desconocido;GUANACASTE;BAGACES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;22/6/2022;06:00:00 - 08:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;HOMBRE;COSTA RICA;GUANACASTE;BAGACES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;24/6/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;DESCONOCIDO;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;2/3/2022;09:00:00 - 11:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;2/3/2022;09:00:00 - 11:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;2/3/2022;09:00:00 - 11:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;22/6/2022;06:00:00 - 08:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;HOMBRE;COSTA RICA;GUANACASTE;BAGACES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;28/6/2022;03:00:00 - 05:59:59;PERSONA;PEATON [PERSONA];Menor de edad;MUJER;COSTA RICA;SAN JOSE;SAN JOSÉ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;29/6/2022;03:00:00 - 05:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;SAN JOSÉ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;30/6/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Desconocido;HOMBRE;NICARAGUA;ALAJUELA;ALAJUELA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;5/7/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;MATINA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;6/7/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;CORREDORES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;6/7/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;SIQUIRRES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/7/2022;00:00:00 - 02:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;HOMBRE;Desconocido;ALAJUELA;ALAJUELA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;2/3/2022;09:00:00 - 11:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;14/3/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;11/4/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Desconocido;HOMBRE;PANAMA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;2/3/2022;09:00:00 - 11:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;25/4/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;9/7/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;HOMBRE;NICARAGUA;GUANACASTE;SANTA CRUZ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;9/7/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;NICARAGUA;GUANACASTE;SANTA CRUZ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;9/7/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;NICARAGUA;GUANACASTE;SANTA CRUZ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;9/7/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;NICARAGUA;GUANACASTE;SANTA CRUZ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;9/7/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;NICARAGUA;GUANACASTE;SANTA CRUZ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;7/7/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;13/7/2022;12:00:00 - 14:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;13/5/2022;12:00:00 - 14:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;13/7/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Desconocido;HOMBRE;Desconocido;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;15/7/2022;09:00:00 - 11:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;ALAJUELA;ALAJUELA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/7/2022;00:00:00 - 02:59:59;PERSONA;CLIENTE LOCAL COMERCIAL [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;GOLFITO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/7/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/7/2022;09:00:00 - 11:59:59;PERSONA;MENOR DE EDAD [PERSONA];Menor de edad;DESCONOCIDO;COSTA RICA;ALAJUELA;ALAJUELA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/5/2022;06:00:00 - 08:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;19/7/2022;09:00:00 - 11:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/5/2022;06:00:00 - 08:59:59;PERSONA;PEATON [PERSONA];Adulto Mayor;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;23/7/2022;12:00:00 - 14:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PARRITA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;23/7/2022;15:00:00 - 17:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;CARTAGO;CARTAGO
