Delito;SubDelito;Fecha;Hora;Victima;SubVictima;Edad;Genero;Nacionalidad;Provincia;Canton
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;23/7/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PARRITA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;21/5/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;24/7/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COLOMBIA;ALAJUELA;ALAJUELA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;22/7/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;OSA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;26/7/2022;09:00:00 - 11:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;POÁS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;28/7/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;29/7/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;DESCONOCIDO;NICARAGUA;HEREDIA;BARVA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;31/7/2022;03:00:00 - 05:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;CAÑAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;30/7/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;Desconocido;GUANACASTE;LIBERIA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;3/8/2022;15:00:00 - 17:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;CARTAGO;CARTAGO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;3/8/2022;12:00:00 - 14:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;CARTAGO;CARTAGO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;7/6/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;3/8/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;Desconocido;HEREDIA;BARVA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;3/8/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Menor de edad;HOMBRE;COSTA RICA;LIMON;MATINA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;19/6/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;25/6/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/8/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/8/2022;06:00:00 - 08:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/8/2022;06:00:00 - 08:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;9/8/2022;03:00:00 - 05:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;ALAJUELA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/7/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;11/8/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;DESCONOCIDO;COSTA RICA;PUNTARENAS;MONTES DE ORO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;11/8/2022;00:00:00 - 02:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;DESCONOCIDO;Desconocido;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;12/8/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;TILARÁN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;13/8/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;14/8/2022;03:00:00 - 05:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;Desconocido;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/7/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/8/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;GARABITO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/8/2022;12:00:00 - 14:59:59;PERSONA;CLIENTE LOCAL COMERCIAL [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;BAGACES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;19/8/2022;06:00:00 - 08:59:59;PERSONA;PEATON [PERSONA];Adulto Mayor;HOMBRE;Desconocido;PUNTARENAS;GARABITO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;19/8/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;22/8/2022;09:00:00 - 11:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;22/8/2022;09:00:00 - 11:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/7/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;23/8/2022;06:00:00 - 08:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;GUANACASTE;LIBERIA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;21/8/2022;03:00:00 - 05:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;CARRILLO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;26/8/2022;12:00:00 - 14:59:59;PERSONA;TAXISTA [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;LA CRUZ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;28/8/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;DESCONOCIDO;Desconocido;CARTAGO;TURRIALBA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;29/8/2022;12:00:00 - 14:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;CAÑAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;30/8/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;Desconocido;LIMON;SIQUIRRES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;30/8/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;MATINA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;1/9/2022;06:00:00 - 08:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;TALAMANCA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;1/9/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;5/9/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;NICARAGUA;ALAJUELA;LOS CHILES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;7/9/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;NICARAGUA;HEREDIA;SARAPIQUÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/9/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;UPALA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/9/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;PANAMA;PUNTARENAS;CORREDORES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;7/9/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;HOMBRE;Desconocido;SAN JOSE;SAN JOSÉ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/9/2022;00:00:00 - 02:59:59;PERSONA;EMPRESARIO/COMERCIANTE [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;HEREDIA;SARAPIQUÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/9/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA DE MARFIL;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/7/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;13/7/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;14/9/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;DESAMPARADOS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;12/9/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;GOICOECHEA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;12/9/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;SAN JOSÉ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;16/9/2022;03:00:00 - 05:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;SAN JOSÉ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;15/9/2022;15:00:00 - 17:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PARRITA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;19/9/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;GOLFITO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;21/9/2022;09:00:00 - 11:59:59;PERSONA;PEATON [PERSONA];Desconocido;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;19/9/2022;09:00:00 - 11:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;MATINA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;24/9/2022;09:00:00 - 11:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;26/9/2022;12:00:00 - 14:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;TALAMANCA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;28/9/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;GOICOECHEA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;28/9/2022;09:00:00 - 11:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;Desconocido;ALAJUELA;ALAJUELA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/7/2022;12:00:00 - 14:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;1/10/2022;00:00:00 - 02:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;POCOCÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;30/9/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;CARTAGO;CARTAGO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;2/10/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;HOMBRE;Desconocido;GUANACASTE;LA CRUZ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;2/10/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;SAN JOSÉ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;23/7/2022;15:00:00 - 17:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;2/10/2022;06:00:00 - 08:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;14/9/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Menor de edad;HOMBRE;COSTA RICA;SAN JOSE;DESAMPARADOS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;3/10/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;HEREDIA;SAN RAFAEL
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/10/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;HOMBRE;NICARAGUA;HEREDIA;SARAPIQUÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;9/10/2022;12:00:00 - 14:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;24/7/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;3/10/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Desconocido;HOMBRE;NICARAGUA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/10/2022;18:00:00 - 20:59:59;PERSONA;DROGADICTO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;TIBÁS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;9/10/2022;03:00:00 - 05:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;OSA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;12/10/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;13/10/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;GOICOECHEA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;17/10/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;NICOYA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;21/10/2022;12:00:00 - 14:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;LIBERIA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;3/8/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;22/10/2022;12:00:00 - 14:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;DESCONOCIDO;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;20/10/2022;15:00:00 - 17:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;HEREDIA;SANTO DOMINGO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;18/10/2022;15:00:00 - 17:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;LIMON;SIQUIRRES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;23/10/2022;06:00:00 - 08:59:59;PERSONA;PEATON [PERSONA];Desconocido;HOMBRE;NICARAGUA;ALAJUELA;SAN CARLOS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;25/10/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Menor de edad;DESCONOCIDO;COSTA RICA;ALAJUELA;SAN CARLOS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;25/10/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;DESCONOCIDO;COSTA RICA;ALAJUELA;SAN CARLOS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;6/8/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;6/8/2022;00:00:00 - 02:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;LIMÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;26/10/2022;06:00:00 - 08:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Adulto Mayor;MUJER;COSTA RICA;SAN JOSE;GOICOECHEA
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;26/10/2022;18:00:00 - 20:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;SIQUIRRES
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;26/10/2022;12:00:00 - 14:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;SAN CARLOS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;27/10/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;DESCONOCIDO;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;20/10/2022;15:00:00 - 17:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;HEREDIA;SANTO DOMINGO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;31/10/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;ASERRÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;31/10/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;3/11/2022;03:00:00 - 05:59:59;PERSONA;MENOR DE EDAD [PERSONA];Menor de edad;HOMBRE;COSTA RICA;PUNTARENAS;PUNTARENAS
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;3/11/2022;06:00:00 - 08:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;TILARÁN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;6/11/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;GUANACASTE;CARRILLO
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;9/11/2022;00:00:00 - 02:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;PÉREZ ZELEDÓN
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/11/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;HEREDIA;SARAPIQUÍ
HOMICIDIO;AJUSTE DE CUENTAS/VENGANZA;8/11/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;HEREDIA;SARAPIQUÍ
HOMICIDIO;DISCUSION/RI&#209;1/3/2022;18:00:00 - 20:59:59;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;LIMON;MATINA
HOMICIDIO;DISCUSION/RI&#209;2/1/2022;21:00:00 - 23:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;HEREDIA;BARVA
HOMICIDIO;DISCUSION/RI&#209;5/1/2022;09:00:00 - 11:59:59;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;DESCONOCIDO;Desconocido;SAN JOSE;TIBÁS
HOMICIDIO;DISCUSION/RI&#209;10/1/2022;21:00:00 - 23:59:59;PERSONA;PEATON [PERSONA];Desconocido;HOMBRE;COSTA RICA;GUANACASTE;LIBERIA
HOMICIDIO;DISCUSION/RI&#209;15/1/2022;09:00:00 - 11:59:59;PERSONA;PRIVADO DE LIBERTAD [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;ALAJUELA
